word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
deepness,deepness,NOUN,1,1,Mariners Apartment Complex,1.0,False,1817
believer,believer,NOUN,1,1,Mariners Apartment Complex,1.0,False,1818
resistance,resistance,NOUN,1,1,Mariners Apartment Complex,1.0,False,1819
distance,distance,NOUN,1,1,Mariners Apartment Complex,1.0,False,1820
lettin,lettin,PROPN,1,1,Cherry,1.0,False,1821
rush,rush,NOUN,1,1,Cherry,1.0,False,1822
trust,trust,VERB,1,1,Off to the Races,1.0,False,1823
decision,decision,NOUN,1,1,Off to the Races,1.0,False,1824
afraid,afraid,ADJ,1,1,Off to the Races,1.0,False,1825
else,else,ADV,1,1,Off to the Races,1.0,True,1826
rue,rue,VERB,1,1,Off to the Races,1.0,False,1827
chain,chain,NOUN,1,1,Off to the Races,1.0,False,1828
cigar,cigar,PROPN,1,1,Off to the Races,1.0,False,1829
hangin,hangin,NOUN,1,1,Off to the Races,1.0,False,1830
laces,lace,NOUN,1,1,Off to the Races,1.0,False,1831
shameless,shameless,ADJ,1,1,Off to the Races,1.0,False,1832
cipriani,cipriani,PROPN,1,1,Off to the Races,1.0,False,1833
misbehaving,misbehave,VERB,1,1,Off to the Races,1.0,False,1834
harlot,harlot,NOUN,1,1,Off to the Races,1.0,False,1835
raisin,raisin,PROPN,1,1,Off to the Races,1.0,False,1836
hell,hell,NOUN,1,1,Off to the Races,1.0,False,1837
thief,thief,NOUN,1,1,Off to the Races,1.0,False,1838
complex,complex,PROPN,1,1,Mariners Apartment Complex,1.0,False,1839
candle,candle,NOUN,1,1,Mariners Apartment Complex,1.0,False,1840
board,board,NOUN,1,1,Mariners Apartment Complex,1.0,False,1841
thunder,thunder,NOUN,1,1,Mariners Apartment Complex,1.0,False,1842
wonder,wonder,VERB,1,1,Mariners Apartment Complex,1.0,False,1843
sins,sin,NOUN,1,1,Mariners Apartment Complex,1.0,False,1844
mistook,mistook,VERB,1,1,Mariners Apartment Complex,1.0,False,1845
fumes,fume,NOUN,1,1,Off to the Races,1.0,False,1846
